names,ratings,price,num_reviews,annual_power_usage
MarQ by Flipkart 2024 Model 2 Ton 3 Star Split Inverter 4-in-1 Convertible with Turbo Cool Technology ...,4.2,"₹65,999","1,381 Ratings & 156 Reviews",Annual Power Usage: 1281.64 UnitsRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor
MarQ by Flipkart 2024 Model 1.5 Ton 3 Star Split Inverter Range 4-in-1 Convertible with Turbo Cool Tec...,4.2,"₹50,999","48,113 Ratings & 6,163 Reviews",Annual Power Usage: 952.69 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor
Blue Star 2025 Model 1 Ton 3 Star Split Inverter with Wi-fi AC,4.1,"₹30,890","4,460 Ratings & 412 Reviews",Annual Power Usage: 706.99 UnitsRoom Size: 90 sqft or Below60 months for those customers who purchase Blue Star Split ACs (Inverter or Fixed Speed SACs) of Tonnage up to 2.2 Tr from 16th February 2026 to 31st March 2026.
BLACK+DECKER 2024 Model 1.5 Ton 3 Star Split Inverter AC,,"₹29,899",,"Annual Power Usage: 1011.43 kWhRoom Size: 111 - 150 sqft2 years Comprehensive warranty, 5 years PCB warranty, 10 years compressor warranty"
CARRIER 2026 Model 1 Ton 5 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & Voi...,4.1,"₹33,990","4,512 Ratings & 701 Reviews","Annual Power Usage: 536.2 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor"
"CARRIER 2026 Model 1.5 Ton 5 Star Split AI Inverter Convertible 6-in-1 with Smart Energy Display, Inst...",4.2,"₹41,990","24,911 Ratings & 3,397 Reviews","Annual Power Usage: 663.31 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor"
Daikin 2024 Model 1.8 Ton 3 Star Split Inverter AC,4.2,"₹46,490",392 Ratings & 45 Reviews,Annual Power Usage: 1161.78 UnitsRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor and 5 Years Warranty on PCB (Printed Circuit Board)
Panasonic 2025 Model 1 Ton 4 Star Split Inverter with Wi-fi AC,4.2,"₹32,560",593 Ratings & 50 Reviews,"Annual Power Usage: 589.45 UnitsRoom Size: 90 sqft or Below5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years."
CARRIER 2026 Model 2 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & Voi...,4.2,"₹46,990","4,051 Ratings & 477 Reviews","Annual Power Usage: 1068.29 kWhRoom Size: 151 - 200 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor"
"CARRIER 2026 Model 1.5 Ton 3 Star Window Inverter Turbo mode for Faster Cooling, Energy Saver Mode, Dr...",4.3,"₹30,990","2,449 Ratings & 276 Reviews","Annual Power Usage: 1210.35 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 10 Year Warranty on Compressor"
Blue Star 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,4.2,"₹40,990","13,065 Ratings & 1,086 Reviews",Annual Power Usage: 783.33 UnitsRoom Size: 111 - 150 sqft60 months for those customers who purchase Blue Star Split ACs (Inverter or Fixed Speed SACs) of Tonnage up to 2.2 Tr from 16th February 2026 to 31st March 2026.
"Haier 2025 Model 1 Ton 3 Star Split Triple Inverter with Wi-fi HD Filter,Frost Self Clean,Upto 20 M ai...",4,"₹29,999","1,866 Ratings & 163 Reviews",Annual Power Usage: 697.66 UnitsRoom Size: 90 sqft or BelowManufacturer Warranty: 5 Years on the Product and 12 Years Warranty on the Compressor (1-Year Warranty Card in the box + 4-Year Promotional Warranty Post-installation). Installation by Haier/authorized Centers & 2 Maintenance Services (paid) Yearly is Mandatory. T&C apply; Excludes Gas/Plastic Parts
Blue Star 2023 Model 1 Ton 4 Star Split Inverter AC,4.2,"₹28,610",189 Ratings & 19 Reviews,"Annual Power Usage: 565.65 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Inverter Compressor"
ONIDA 2025 Model 1.5 Ton 3 Star Split Inverter 5-in-1 Convertible Cooling with AI Deep Cleaning AC,4.1,"₹27,990","15,195 Ratings & 1,779 Reviews","Annual Power Usage: 1012.16 kWhRoom Size: 111 - 150 sqft1 Years Warranty On Product, 5 Years Warranty on PCB, 10 Years Warranty on Compressor"
Voltas 2025 Model 1 Ton 3 Star Split Inverter 4-IN-1 Adjustable Mode | Energy Efficient | High Ambient...,4.1,"₹27,490","8,007 Ratings & 864 Reviews","Annual Power Usage: 672.93 UnitsRoom Size: 90 sqft or Below5 years warranty from the date of installation, (Inverter or Fixed Speed SACs) of Tonnage up to 2.2 Tr (Offer valid till 31st March 2026). It is applicable only for residential usage and does not apply to commercial or National Accounts customers, 5 Years warranty on PCB, 10 Years on Inverter Compressor"
Godrej 2025 Model 1.5 Ton 5 Star Split Inverter 5-In-1 Convertible Cooling Heavy Duty Cooling at Extre...,4,"₹33,990","10,845 Ratings & 1,086 Reviews","Annual Power Usage: 728.37 WRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor"
Godrej 2024 Model 1.5 Ton 5 Star Split Inverter 5-In-1 Convertible with Heavy Duty Cooling at Extreme ...,4,"₹35,361","10,845 Ratings & 1,086 Reviews","Annual Power Usage: 728.37 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor"
"Sansui 2025 Model 1 Ton 3 Star Split Inverter Zen Cool 5-in-1 Convertible with Energy Efficient , Blue...",4.1,"₹52,990","2,660 Ratings & 479 Reviews",Annual Power Usage: 684.14 WRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor
"Godrej 2025 Model 2 Ton 3 Star Split Inverter AI Powered, 5-In-1 Convertible, Heavy Duty Cooling At Ex...",3.9,"₹37,490","1,768 Ratings & 109 Reviews","Annual Power Usage: 1181.02 kWhRoom Size: 151 - 200 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor"
"Godrej 2025 Model 1.5 Ton 4 Star Split Inverter 5-In-1-Convertible Cooling, 4 Way Air Swing And Heavy ...",4,"₹29,990","9,623 Ratings & 712 Reviews","Annual Power Usage: 835.07 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor"
"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",4.2,"₹26,990","6,552 Ratings & 721 Reviews","Annual Power Usage: 521.6 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product, 10 Years Warranty on Compressor and 5 Years Warranty on PCB (Excluding Remote Handset)"
realme TechLife 2024 Model 1.5 Ton 3 Star Split Inverter with Wi-fi 4-in-1 Convertible with Rapid Cool...,4.1,"₹53,999","1,311 Ratings & 160 Reviews",Annual Power Usage: 952.69 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years on Compressor
"LG 2023 Model 2 Ton 3 Star Split Inverter 4 Way Swing, HD Filter with Anti-Virus Protection AC",4.1,"₹54,990","1,496 Ratings & 111 Reviews","Annual Power Usage: 1232.78 UnitsRoom Size: 151 - 200 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor with Gas Charging"
Blue Star 2024 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,4.2,"₹45,537","13,065 Ratings & 1,086 Reviews","Annual Power Usage: 770.98 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 10 Years Warranty on Compressor and 5 Years Warranty on PCB (Excluding Remote Handset)"
CARRIER 2026 Model 1 Ton 5 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & Voi...,4.1,"₹33,990","4,512 Ratings & 701 Reviews","Annual Power Usage: 536.2 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor"
"CARRIER 2026 Model 1 Ton 3 Star Split AI Inverter Convertible 6-in-1 with Smart Energy Display, Insta ...",4.2,"₹29,990","13,186 Ratings & 1,554 Reviews","Annual Power Usage: 604.99 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor"
realme TechLife 2025 Model 1 Ton 3 Star Split Inverter with Wi-fi 5-in-1 Convertible with Rapid Cool S...,4.2,"₹47,899","1,163 Ratings & 117 Reviews",Annual Power Usage: 678.85 WRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor
Panasonic 2024 Model 1 Ton 4 Star Split Inverter with Wi-fi AC,4.2,"₹30,600",593 Ratings & 50 Reviews,"Annual Power Usage: 601.5 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor"
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,4.2,"₹35,490","36,182 Ratings & 4,446 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor"
"CARRIER 2026 Model 1.5 Ton 5 Star Split AI Inverter Convertible 6-in-1 with Smart Energy Display, Inst...",4.2,"₹41,990","24,911 Ratings & 3,397 Reviews","Annual Power Usage: 663.31 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor"
Daikin 2024 Model 1.8 Ton 5 Star Split Inverter AC,4,"₹58,999",202 Ratings & 21 Reviews,"Annual Power Usage: 923.07 UnitsRoom Size: 151 - 200 sqft1 Year Warranty on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor"
Haier 2025 Model 1.5 Ton 3 Star Split Triple Inverter with Wi-fi AC,4,"₹34,999","5,548 Ratings & 543 Reviews",Annual Power Usage: 1029.15 kWhRoom Size: 111 - 150 sqft5 years on the product and 12 years on the compressor (1-year warranty card in the box + 4-year promotional warranty post-installation). Installation by Haier/authorized centers & 2 maintenance services (paid) yearly is mandatory. T&C apply; excludes gas/plastic parts/technician visit charges
MarQ by Flipkart 2024 Model 1 Ton 3 Star Split Inverter 4-in-1 Convertible with Turbo Cool Technology ...,4.2,"₹47,999","39,732 Ratings & 4,950 Reviews",Annual Power Usage: 675.18 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor
Blue Star 2024 Model 1.5 Ton 5 Star Split Inverter AC,4.2,"₹39,990","13,065 Ratings & 1,086 Reviews","Annual Power Usage: 770.98 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 10 Years Warranty on Compressor and 5 Years Warranty on PCB (Excluding Remote Handset)"
CARRIER 2026 Model 2 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & Voi...,4.2,"₹46,990","4,051 Ratings & 477 Reviews","Annual Power Usage: 1068.29 kWhRoom Size: 151 - 200 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor"
"CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter Convertible 6-in-1 with Smart Energy Display, Inst...",4.2,"₹33,990","36,182 Ratings & 4,446 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor"
Sharp 2025 Model 1.5 Ton 3 Star Split Inverter 7 in 1 Convertible7 Stage Health Filters AC,4.2,"₹54,990",33 Ratings & 3 Reviews,Annual Power Usage: 993.57 kWhRoom Size: 111 - 150 sqft1 Year Basic Warranty
Daikin 2025 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹36,289","21,611 Ratings & 1,632 Reviews","Annual Power Usage: 966.47 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 10 Years Compressor Warranty & 5 Year PCB Warranty."
CARRIER 2026 Model 1 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Wi-Fi with Geo-Fe...,4.2,"₹30,990","13,186 Ratings & 1,554 Reviews","Annual Power Usage: 604.99 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor"
"CARRIER 2026 Model 1.5 Ton 5 Star Window Inverter Turbo mode for Faster Cooling, Energy Saver Mode, Dr...",4.2,"₹34,990","1,040 Ratings & 114 Reviews","Annual Power Usage: 1104.37 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 10 Year Warranty on Compressor"
Panasonic 2024 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,4.3,"₹44,843","20,397 Ratings & 2,172 Reviews","Annual Power Usage: 774.19 UnitsRoom Size: 111 - 150 sqft5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years."
Blue Star 2023 Model 1 Ton 3 Star Split Inverter with Wi-fi AC,4.1,"₹33,390","4,460 Ratings & 412 Reviews","Annual Power Usage: 705.78 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor"
"Panasonic 2023 Model 1.5 Ton 3 Star Split Inverter with Wi-fi with 2 Way Swing, PM 0.1 Air Purificatio...",4.2,"₹37,850","22,656 Ratings & 2,219 Reviews","Annual Power Usage: 1002.72 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor"
"Panasonic 2023 Model 1.5 Ton 4 Star Split Inverter with Wi-fi with 4 Way Swing, PM 0.1 Air Purificatio...",4.1,"₹42,850","1,953 Ratings & 226 Reviews","Annual Power Usage: 876.76 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor"
"CARRIER 2026 Model 1.5 Ton 3 Star Window Inverter Turbo mode for Faster Cooling, Energy Saver Mode, Dr...",4.3,"₹30,990","2,449 Ratings & 276 Reviews","Annual Power Usage: 1210.35 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 10 Year Warranty on Compressor"
"Godrej 2025 Model 1.5 Ton 3 Star Split Inverter AI Powered, 5-In-1 Convertible, Heavy Duty Cooling At ...",4,"₹28,490","18,780 Ratings & 1,534 Reviews","Annual Power Usage: 983.99 kWhRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor"
"LG 2023 Model 1.5 Ton 5 Star Split Inverter AI Convertible 6-in-1 Cooling , HD Filter with Anti-Virus ...",4.2,"₹42,990","43,013 Ratings & 4,078 Reviews","Annual Power Usage: 685.26 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor with Gas Charging"
Panasonic 2023 Model 1.5 Ton 5 Star Split Inverter with Wi-fi Convertible 7-in-1 with Additional AI Mo...,4.3,"₹42,850","20,397 Ratings & 2,172 Reviews","Annual Power Usage: 774.19 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor"
Panasonic 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi AC,4.2,"₹36,990","22,656 Ratings & 2,219 Reviews","Annual Power Usage: 877.74 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive warranty on Product ,10 Years warranty on Compressor plus 4 Years warranty on PCB"
Panasonic 2026 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,4.3,"₹44,990","20,397 Ratings & 2,172 Reviews","Annual Power Usage: 681.01 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive warranty on Product ,10 Years warranty on Compressor plus 4 Years warranty on PCB"
Daikin 2025 Model 1.5 Ton 5 Star Split Inverter AC,4.3,"₹42,490","15,353 Ratings & 1,368 Reviews",Annual Power Usage: 785.99 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty from 1 st Nov 2025 to 28th Feb 2026
Daikin 2024 Model 1 Ton 3 Star Split Inverter AC,4.1,"₹30,490","4,352 Ratings & 374 Reviews",Annual Power Usage: 680.4 UnitsRoom Size: 90 sqft or Below5 Year Comprehensive Warranty from 1 st Nov 2025 to 28th Feb 2026
Daikin 2025 Model 1 Ton 5 Star Split Inverter AC,4.2,"₹34,990","1,662 Ratings & 163 Reviews",Annual Power Usage: 523.54 UnitsRoom Size: 90 sqft or Below5 Year Comprehensive Warranty from 1 st Nov 2025 to 28th Feb 2026
Daikin 2025 Model 1.5 Ton 5 Star Split Inverter AC,4.3,"₹42,490","15,353 Ratings & 1,368 Reviews",Annual Power Usage: 785.67 UnitsRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty from 1 st Nov 2025 to 28th Feb 2026
Daikin 2025/2024 Model 1.8 Ton 3 Star Hot and Cold Split Inverter AC,4.2,"₹50,990",392 Ratings & 45 Reviews,Annual Power Usage: 1057.21 UnitsRoom Size: 151 - 200 sqft5 Year Comprehensive Warranty from 1 st Nov 2025 to 28th Feb 2026
Panasonic 2026 Model 1 Ton 3 Star Split Inverter with Wi-fi AC,4.2,"₹33,990","5,201 Ratings & 593 Reviews","Annual Power Usage: 593.89 kWhRoom Size: 90 sqft or Below5 Year Comprehensive warranty on Product ,10 Years warranty on Compressor plus 4 Years warranty on PCB"
Daikin 2024 Model 1 Ton 3 Star Split Inverter AC,4.1,"₹32,999","4,352 Ratings & 374 Reviews",Annual Power Usage: 680.4 UnitsRoom Size: 90 sqft or Below5 Year Comprehensive Warranty from 1 st Nov 2025 to 28th Feb 2026
Daikin 2024 Model 1.8 Ton 5 Star Split Inverter AC,4,"₹58,999",202 Ratings & 21 Reviews,"Annual Power Usage: 923.07 UnitsRoom Size: 151 - 200 sqft1 Year Warranty on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor"
Panasonic 2026 Model 1 Ton 5 Star Split Inverter with Wi-fi AC,4.2,"₹39,990","3,917 Ratings & 428 Reviews","Annual Power Usage: 460.65 kWhRoom Size: 90 sqft or Below5 Year Comprehensive warranty on Product ,10 Years warranty on Compressor plus 4 Years warranty on PCB"
Panasonic 2026 Model 2 Ton 3 Star Split Inverter with Wi-fi AC,4.2,"₹51,990",806 Ratings & 69 Reviews,"Annual Power Usage: 1153.74 kWhRoom Size: 151 - 200 sqft5 Year Comprehensive warranty on Product, 10 Years warranty on Compressor, 5 Years warranty on ODU Casing plus 4 Years warranty on PCB"
Daikin 2022 Model 1 Ton 5 Star Split Inverter AC,4.2,"₹36,990","1,662 Ratings & 163 Reviews","Annual Power Usage: 523.54 UnitsRoom Size: 90 sqft or Below1 Year on Product, 10 Years on Compressor and 5 Years on PCB"
Panasonic 2026 Model 1.5 Ton 4 Star Split Inverter with Wi-fi AC,4.1,"₹41,990","1,953 Ratings & 226 Reviews","Annual Power Usage: 759.55 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive warranty on Product ,10 Years warranty on Compressor plus 4 Years warranty on PCB"
Daikin 2022 Model 1.5 Ton 4 Star Split Inverter AC,4.1,"₹35,871",949 Ratings & 106 Reviews,Annual Power Usage: 966.47 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years on Compressor
Daikin 2025 Model 1 Ton 5 Star Split Inverter AC,4.2,"₹38,990","1,662 Ratings & 163 Reviews",Annual Power Usage: 523.54 UnitsRoom Size: 90 sqft or Below5 Year Comprehensive Warranty from 1 st Nov 2025 to 28th Feb 2026
Daikin 2025 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹36,289","21,611 Ratings & 1,632 Reviews","Annual Power Usage: 966.47 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 10 Years Compressor Warranty & 5 Year PCB Warranty."
Daikin 2025 Model 1 Ton 3 Star Split Inverter AC,4.1,"₹32,999","4,352 Ratings & 374 Reviews",Annual Power Usage: 680.4 UnitsRoom Size: 90 sqft or Below5 Year Comprehensive Warranty from 1 st Nov 2025 to 28th Feb 2026
Daikin 2022 Model 1 Ton 3 Star Split AC,4.1,"₹26,235","4,352 Ratings & 374 Reviews",Annual Power Usage: 656.44 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product and 5 Years on Compressor
Daikin 2022 Model 1.5 Ton 5 Star Split Inverter AC,4.3,"₹51,729","15,353 Ratings & 1,368 Reviews","Annual Power Usage: 667.36 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor"
Daikin 2023 Model 1.5 Ton 5 Star Split Inverter AC,4.3,"₹43,796","15,353 Ratings & 1,368 Reviews","Annual Power Usage: 785.67 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB (Printed Cricuit Board) and 10 Years on compressor."
Daikin 2025 Model 1 Ton 3 Star Split Inverter AC,4.1,"₹32,999","4,352 Ratings & 374 Reviews","Annual Power Usage: 680.4 kWhRoom Size: 90 sqft or Below1 Year Warranty on the Product, 10 Years Compressor Warranty & 5 Years PCB Warranty."
Daikin 2025 Model 1 Ton 5 Star Split Inverter AC,4.2,"₹37,990","1,662 Ratings & 163 Reviews","Annual Power Usage: 523.54 kWhRoom Size: 90 sqft or Below1 Year Warranty on the Product, 10 Years Compressor Warranty & 5 Years PCB Warranty."
Daikin 2025 Model 1 Ton 5 Star Split Inverter AC,4.2,"₹51,150","1,662 Ratings & 163 Reviews","Annual Power Usage: 523.54 kWhRoom Size: 90 sqft or Below1 Year on the Product, Compressor Warranty 10 Years and PCB Warranty 5 Years"
Daikin 2023 Model 1.5 Ton 5 Star Split Inverter AC,4.3,"₹43,796","15,353 Ratings & 1,368 Reviews","Annual Power Usage: 1540 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on Compressor"
Daikin 2018 Model 1 Ton 5 Star Split Inverter with PM 0.1 Filter AC,4.2,"₹40,945","1,662 Ratings & 163 Reviews",Annual Power Usage: 483 UnitsRoom Size: 90 sqft or Below1 Year on Product and 5 Years on Compressor from Daikin
Panasonic 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi AC,4.2,"₹36,990","22,656 Ratings & 2,219 Reviews","Annual Power Usage: 877.74 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive warranty on Product ,10 Years warranty on Compressor plus 4 Years warranty on PCB"
Panasonic 2026 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,4.3,"₹44,990","20,397 Ratings & 2,172 Reviews","Annual Power Usage: 681.01 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive warranty on Product ,10 Years warranty on Compressor plus 4 Years warranty on PCB"
Daikin 2023 Model 1.5 Ton 5 Star Split Inverter AC,4.3,"₹43,999","15,353 Ratings & 1,368 Reviews",Annual Power Usage: 785.67 UnitsRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty from 1 st Nov 2025 to 28th Feb 2026
Daikin 2023 Model 1.5 Ton 5 Star Split Inverter AC,4.3,"₹39,123","15,353 Ratings & 1,368 Reviews",Annual Power Usage: 785.67 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on AC and 10 Years on Compressor
Panasonic 2026 Model 1 Ton 3 Star Split Inverter with Wi-fi AC,4.2,"₹33,990","5,201 Ratings & 593 Reviews","Annual Power Usage: 593.89 kWhRoom Size: 90 sqft or Below5 Year Comprehensive warranty on Product ,10 Years warranty on Compressor plus 4 Years warranty on PCB"
Panasonic 2026 Model 1 Ton 5 Star Split Inverter with Wi-fi AC,4.2,"₹39,990","3,917 Ratings & 428 Reviews","Annual Power Usage: 460.65 kWhRoom Size: 90 sqft or Below5 Year Comprehensive warranty on Product ,10 Years warranty on Compressor plus 4 Years warranty on PCB"
Daikin 2022 Model 1 Ton 5 Star Split Inverter with Wi-fi AC,4.2,"₹39,070","1,662 Ratings & 163 Reviews","Annual Power Usage: 523.54 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor"
Daikin 2022 Model 1 Ton 3 Star Split Inverter AC,4.1,"₹31,499","4,352 Ratings & 374 Reviews",Annual Power Usage: 68.4 UnitsRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on AC and 10 Years Warranty on Compressor
Daikin 2022 Model 1.5 Ton 5 Star Split Inverter AC,4.3,"₹43,389","15,353 Ratings & 1,368 Reviews",Annual Power Usage: 756.78 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on AC and 10 Years on Compressor
Daikin 2021 Model 1.5 Ton 5 Star Split Inverter with Anti Microbial Filter AC,4.3,"₹44,850","15,353 Ratings & 1,368 Reviews",Annual Power Usage: 1415 UnitsRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty from 1 st Nov 2025 to 28th Feb 2026
Panasonic 2026 Model 2 Ton 3 Star Split Inverter with Wi-fi AC,4.2,"₹51,990",806 Ratings & 69 Reviews,"Annual Power Usage: 1153.74 kWhRoom Size: 151 - 200 sqft5 Year Comprehensive warranty on Product, 10 Years warranty on Compressor, 5 Years warranty on ODU Casing plus 4 Years warranty on PCB"
Panasonic 2026 Model 1.5 Ton 4 Star Split Inverter with Wi-fi AC,4.1,"₹41,990","1,953 Ratings & 226 Reviews","Annual Power Usage: 759.55 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive warranty on Product ,10 Years warranty on Compressor plus 4 Years warranty on PCB"
Daikin 2018 Model 1.5 Ton 5 Star Split Inverter AC,4.3,"₹43,299","15,353 Ratings & 1,368 Reviews",Annual Power Usage: 744 UnitsRoom Size: 111 - 150 sqft1 Year on Product and 5 Years on Compressor from Daikin
Daikin 2025 Model 1.2 Ton 5 Star Split Inverter AC,4.1,"₹35,490",62 Ratings & 13 Reviews,Annual Power Usage: 628.02 kWhRoom Size: 91 - 110 sqft5 Year Comprehensive Warranty from 1 st Nov 2025 to 28th Feb 2026
Daikin 2025 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹33,990","21,611 Ratings & 1,632 Reviews",Annual Power Usage: 966.47 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty from 1 st Nov 2025 to 28th Feb 2026
Daikin 2025 Model 0.8 Ton 3 Star Split AC,4.2,"₹25,290","4,676 Ratings & 470 Reviews",Annual Power Usage: 574.39 UnitsRoom Size: 90 sqft or Below1 Year Comprehensive Warranty.
Daikin 2025 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹33,990","21,611 Ratings & 1,632 Reviews","Annual Power Usage: 966.47 kWhRoom Size: 111 - 150 sqft1 Year warranty on product, Compressor Warranty 10 Years and 
 PCB Warranty 5 Years"
Daikin 2025 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹33,990","21,611 Ratings & 1,632 Reviews",Annual Power Usage: 966.47 UnitsRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty from 1 st Nov 2025 to 28th Feb 2026
Daikin 2024 Model 0.9 Ton 3 Star Split AC,4,"₹25,818",78 Ratings & 7 Reviews,"Annual Power Usage: 574.39 UnitsRoom Size: 90 sqft or Below1 Year on Product, 5 Years on PCB and 10 Years on Compressor"
